package_name,category_of_package,cities_to_be_visit,count_of_cities,categories_by_days,no_of_nights,no_of_days,categories_by_price,accommodation_facility,price,tokenized_cities_to_be_visit,tokenized_package_name
"best of gujarat - dwarka, somnath, diu and more",holiday_package,"dwarka  ,   somnath  ,   diu  ,   junagadh",4,medium trip,5,6,budget,budget hotel,10520.0,"['dwarka', 'somnath', 'diu', 'junagadh']","['Best', 'of', 'Gujarat', 'Dwarka', 'Somnath', 'Diu', 'and', 'More']"
wildlife in  gujarat - gir national park package,nature_package,gir national park,3,short trip,2,3,budget,low-cost apartment,7530.0,"['gir', 'national', 'park']","['Wildlife', 'in', 'Gujarat', 'Gir', 'National', 'Park', 'Package']"
memorable gir and bhuj,holiday_package,"gir  ,   bhuj",2,medium trip,4,5,budget,budget hotel,14586.0,"['gir', 'bhuj']","['Memorable', 'Gir', 'and', 'Bhuj']"
"triple dhamaka gujarat - dwarka, somnath and gir",holiday_package,"dwarka  ,   somnath  ,   gir",3,medium trip,5,6,premium,5-star hotel,32581.0,"['dwarka', 'somnath', 'gir']","['Triple', 'Dhamaka', 'Gujarat', 'Dwarka', 'Somnath', 'and', 'Gir']"
"gems of gujarat - dwarka, somnath, diu and more",offbeat_package,"dwarka  ,   somnath  ,   diu  ,   sasangir  ,   bhavnagar  ,   vadodara  ,   ahmedabad",7,long trip,10,11,premium,4-star hotel,46979.0,"['dwarka', 'somnath', 'diu', 'sasangir', 'bhavnagar', 'vadodara', 'ahmedabad']","['Gems', 'of', 'Gujarat', 'Dwarka', 'Somnath', 'Diu', 'and', 'More']"
"royal gujarat package - somnath, sasangir & dwarka",holiday_package,"sasangir ,  somnath ,  dwarka",3,medium trip,3,4,budget,budget hotel,13900.0,"['sasangir', 'somnath', 'dwarka']","['Royal', 'Gujarat', 'Package', 'Somnath', 'Sasangir', 'Dwarka']"
"religious gujarat - somnath, ahmedabad, dwarka and more",spiritual packages,"ahmedabad  ,   dwarka  ,   porbandar  ,   somnath",4,medium trip,6,7,standard,3-star hotel,24348.0,"['ahmedabad', 'dwarka', 'porbandar', 'somnath']","['Religious', 'Gujarat', 'Somnath', 'Ahmedabad', 'Dwarka', 'and', 'More']"
"upbeat gujarat - jamnagar, dwarka, somnath,  rajkot",holiday_package,"jamnagar  ,   dwarka  ,   somnath  ,   rajkot",4,medium trip,4,5,standard,3-star hotel,22050.0,"['jamnagar', 'dwarka', 'somnath', 'rajkot']","['Upbeat', 'Gujarat', 'Jamnagar', 'Dwarka', 'Somnath', 'Rajkot']"
"adventurous gujarat - ahmedabad, gir national park and diu",nature_package,"ahmedabad  ,   gir national park  ,   diu",5,medium trip,4,5,standard,3-star hotel,19872.0,"['ahmedabad', 'gir', 'national', 'park', 'diu']","['Adventurous', 'Gujarat', 'Ahmedabad', 'Gir', 'National', 'Park', 'and', 'Diu']"
"exciting gujarat - ahmedabad, gandhidham, bhuj and more",holiday_package,"ahmedabad  ,   gandhidham  ,   bhuj  ,   kutch",4,medium trip,5,6,standard,3-star hotel,16997.0,"['ahmedabad', 'gandhidham', 'bhuj', 'kutch']","['Exciting', 'Gujarat', 'Ahmedabad', 'Gandhidham', 'Bhuj', 'and', 'More']"
"spritiual gujarat - dwarka, porbandar, somnath and more",spiritual packages,"ahmedabad  ,   dwarka  ,   porbandar  ,   somnath  ,   champaner pavagadh",6,medium trip,5,6,budget,budget hotel,8673.0,"['ahmedabad', 'dwarka', 'porbandar', 'somnath', 'champaner', 'pavagadh']","['Spritiual', 'Gujarat', 'Dwarka', 'Porbandar', 'Somnath', 'and', 'More']"
"sacred ahmedabad, dwarka, somnath and more",holiday_package,"ahmedabad  ,   dwarka  ,   somnath  ,   ahmedabad",4,medium trip,4,5,standard,3-star hotel,16486.0,"['ahmedabad', 'dwarka', 'somnath', 'ahmedabad']","['Sacred', 'Ahmedabad', 'Dwarka', 'Somnath', 'and', 'More']"
"best of ahmedabad, dwarka and somnath",holiday_package,"ahmedabad  ,   dwarka  ,   somnath",3,medium trip,4,5,budget,budget hotel,6700.0,"['ahmedabad', 'dwarka', 'somnath']","['Best', 'of', 'Ahmedabad', 'Dwarka', 'and', 'Somnath']"
"incredible gir,  bhuj and kutch",holiday_package,"gir  ,   bhuj  ,   kutch",3,medium trip,5,6,standard,3-star hotel,26940.0,"['gir', 'bhuj', 'kutch']","['Incredible', 'Gir', 'Bhuj', 'and', 'Kutch']"
"big 5 package - ahmedabad, rajkot, dwarka and more",holiday_package,"ahmedabad  ,   rajkot  ,   dwarka  ,   porbandar  ,   diu",5,long trip,7,8,standard,standard hotel,29508.0,"['ahmedabad', 'rajkot', 'dwarka', 'porbandar', 'diu']","['Big', '5', 'Package', 'Ahmedabad', 'Rajkot', 'Dwarka', 'and', 'More']"
"holy pilgrimage package -  ahmedabad, rajkot, dwarka and more",spiritual packages,"ahmedabad  ,   rajkot  ,   dwarka  ,   porbandar  ,   somnath  ,   ahmedabad",6,medium trip,6,7,budget,budget hotel,10800.0,"['ahmedabad', 'rajkot', 'dwarka', 'porbandar', 'somnath', 'ahmedabad']","['Holy', 'Pilgrimage', 'Package', 'Ahmedabad', 'Rajkot', 'Dwarka', 'and', 'More']"
"remarkable somnath, ahmedabad, jamnagar & more",holiday_package,"ahmedabad ,  jamnagar ,  dwarka ,  somnath ,  sasan gir",6,medium trip,5,6,budget,budget hotel,13849.0,"['ahmedabad', 'jamnagar', 'dwarka', 'somnath', 'sasan', 'gir']","['Remarkable', 'Somnath', 'Ahmedabad', 'Jamnagar', 'More']"
"big 4 package - dwarka, somnath, diu and ahmedabad",holiday_package,"dwarka  ,   somnath  ,   diu  ,   ahmedabad",4,medium trip,6,7,standard,3-star hotel,27965.0,"['dwarka', 'somnath', 'diu', 'ahmedabad']","['Big', '4', 'Package', 'Dwarka', 'Somnath', 'Diu', 'and', 'Ahmedabad']"
"tranquil ahmedabad, rajkot & more",holiday_package,"ahmedabad ,  rajkot ,  dwarka ,  porbandar ,  diu",5,long trip,7,8,standard,standard hotel,22080.0,"['ahmedabad', 'rajkot', 'dwarka', 'porbandar', 'diu']","['Tranquil', 'Ahmedabad', 'Rajkot', 'More']"
"awesome somnath, ahmedabad, jamnagar & more",holiday_package,"ahmedabad ,  jamnagar ,  dwarka ,  somnath ,  sasan gir ,  diu",7,medium trip,6,7,standard,3-star hotel,23000.0,"['ahmedabad', 'jamnagar', 'dwarka', 'somnath', 'sasan', 'gir', 'diu']","['Awesome', 'Somnath', 'Ahmedabad', 'Jamnagar', 'More']"
enthralling sasan gir & bhuj,holiday_package,"sasan gir ,  bhuj",3,medium trip,4,5,standard,3-star hotel,16300.0,"['sasan', 'gir', 'bhuj']","['Enthralling', 'Sasan', 'Gir', 'Bhuj']"
5 nights 6 days himachal tour package,holiday_package,"delhi ,   manali ,   tirthan valley",4,medium trip,5,6,standard,3-star hotel,24800.0,"['delhi', 'manali', 'tirthan', 'valley']","['5', 'Nights', '6', 'Days', 'Himachal', 'Tour', 'Package']"
himachal pradesh tour package for couple - professional photoshoot included,honeymoon_package,"delhi ,   shimla ,   manali",3,medium trip,5,6,standard,3-star hotel,27500.0,"['delhi', 'shimla', 'manali']","['Himachal', 'Pradesh', 'Tour', 'Package', 'for', 'Couple', 'Professional', 'Photoshoot', 'Included']"
"mystic manali, kheerganga & kasol trek tour",holiday_package,"manali  ,   kasol",2,medium trip,6,7,premium,5-star hotel,31500.0,"['manali', 'kasol']","['Mystic', 'Manali', 'Kheerganga', 'Kasol', 'Trek', 'Tour']"
"best himachal tour package with shimla, kullu & manali",holiday_package,"delhi ,   shimla ,   kullu ,   manali",4,medium trip,5,6,budget,budget hotel,13099.0,"['delhi', 'shimla', 'kullu', 'manali']","['Best', 'Himachal', 'Tour', 'Package', 'with', 'Shimla', 'Kullu', 'Manali']"
bir billing adventure - paragliding,adventure_package,bir,1,short trip,2,3,budget,low-cost apartment,11590.0,['bir'],"['Bir', 'Billing', 'Adventure', 'Paragliding']"
"himachal pradesh tour package with manali,dharamshala & dalhousie - excursion to solang valley",holiday_package,"manali ,   dharamshala  ,   dalhousie  ,   amritsar",4,long trip,7,8,premium,4-star hotel,36750.0,"['manali', 'dharamshala', 'dalhousie', 'amritsar']","['Himachal', 'Pradesh', 'Tour', 'Package', 'with', 'ManaliDharamshala', 'Dalhousie', 'Excursion', 'to', 'Solang', 'Valley']"
mesmerizing himachal tour package - kasauli shimla manali,holiday_package,"chandigarh  ,   kasauli ,   shimla ,   manali",4,long trip,7,8,premium,4-star hotel,36500.0,"['chandigarh', 'kasauli', 'shimla', 'manali']","['Mesmerizing', 'Himachal', 'Tour', 'Package', 'Kasauli', 'Shimla', 'Manali']"
unforgettable manali honeymoon,honeymoon_package,"manali ,   kullu",2,medium trip,4,5,standard,3-star hotel,20199.0,"['manali', 'kullu']","['Unforgettable', 'Manali', 'Honeymoon']"
bir billing trekking & camping tour package,adventure_package,"delhi ,   bir billing",3,medium trip,3,4,standard,3-star hotel,15999.0,"['delhi', 'bir', 'billing']","['Bir', 'Billing', 'Trekking', 'Camping', 'Tour', 'Package']"
exotic himachal pradesh tour package with kinnaur and shimla,holiday_package,"chandigarh ,   shimla ,   sangla ,   kalpa",4,medium trip,5,6,standard,3-star hotel,25700.0,"['chandigarh', 'shimla', 'sangla', 'kalpa']","['Exotic', 'Himachal', 'Pradesh', 'Tour', 'Package', 'with', 'Kinnaur', 'and', 'Shimla']"
dharamshala weekend getaway tour package from delhi,weekend_package,"delhi ,   dharamshala ,   mcleodganj",3,short trip,2,3,budget,low-cost apartment,11500.0,"['delhi', 'dharamshala', 'mcleodganj']","['Dharamshala', 'Weekend', 'Getaway', 'Tour', 'Package', 'from', 'Delhi']"
paragliding himachal tour package -  dharamshala and bir billing,adventure_package,"dharamshala ,   bir biling",3,medium trip,3,4,budget,budget hotel,14250.0,"['dharamshala', 'bir', 'biling']","['Paragliding', 'Himachal', 'Tour', 'Package', 'Dharamshala', 'and', 'Bir', 'Billing']"
himachal tour package for couple: shimla and manali,honeymoon_package,"chandigarh ,   shimla ,   kullu ,   manali",4,medium trip,4,5,standard,3-star hotel,20500.0,"['chandigarh', 'shimla', 'kullu', 'manali']","['Himachal', 'Tour', 'Package', 'for', 'Couple', 'Shimla', 'and', 'Manali']"
new years himachal tour package,holiday_package,"pathankot ,   dalhousie ,   manali ,   kasol ,   kufri ,   mashobra ,   shimla",7,long trip,7,8,premium,4-star hotel,33500.0,"['pathankot', 'dalhousie', 'manali', 'kasol', 'kufri', 'mashobra', 'shimla']","['New', 'Years', 'Himachal', 'Tour', 'Package']"
manali tour package from delhi for 3 days,holiday_package,"delhi ,   manali",2,short trip,2,3,budget,low-cost apartment,12099.0,"['delhi', 'manali']","['Manali', 'Tour', 'Package', 'From', 'Delhi', 'for', '3', 'Days']"
wonders of spiti valley,holiday_package,"chandigarh ,   manali ,   jispa ,   kaza ,   manali",5,long trip,7,8,premium,4-star hotel,34500.0,"['chandigarh', 'manali', 'jispa', 'kaza', 'manali']","['Wonders', 'of', 'Spiti', 'Valley']"
manali tour package for family,family_package,manali,1,medium trip,3,4,standard,3-star hotel,15300.0,['manali'],"['Manali', 'Tour', 'Package', 'for', 'Family']"
spiti tour package from delhi,holiday_package,"delhi ,   manali ,   kaza ,   sissu ,   udaipur ,   keylong ,   manali",7,long trip,9,10,luxury,5-star resort,51999.0,"['delhi', 'manali', 'kaza', 'sissu', 'udaipur', 'keylong', 'manali']","['Spiti', 'Tour', 'Package', 'from', 'Delhi']"
2 nights chandratal lake camping tour package,nature_package,"manali ,   chandratal lake",3,short trip,2,3,budget,low-cost apartment,9999.0,"['manali', 'chandratal', 'lake']","['2', 'Nights', 'Chandratal', 'Lake', 'Camping', 'Tour', 'Package']"
spiti valley tour from manali,holiday_package,"manali ,   chandertal ,   kaza ,   tabo ,   kaza",5,medium trip,4,5,standard,3-star hotel,23000.0,"['manali', 'chandertal', 'kaza', 'tabo', 'kaza']","['Spiti', 'Valley', 'Tour', 'from', 'Manali']"
only manali tour package - trip to rohtang pass,holiday_package,manali,1,short trip,2,3,budget,low-cost apartment,11000.0,['manali'],"['Only', 'Manali', 'Tour', 'Package', 'Trip', 'to', 'Rohtang', 'Pass']"
splendid dalhousie tour,holiday_package,"delhi ,   dalhousie ,   khajjiar",3,short trip,2,3,budget,low-cost apartment,10800.0,"['delhi', 'dalhousie', 'khajjiar']","['Splendid', 'Dalhousie', 'Tour']"
leh ladakh motorbike trip package for 10 nights,adventure_package,"manali ,  leh ,  nubra valley ,  pangong lake",6,long trip,10,11,luxury,5-star resort,56850.0,"['manali', 'leh', 'nubra', 'valley', 'pangong', 'lake']","['Leh', 'Ladakh', 'Motorbike', 'Trip', 'Package', 'for', '10', 'Nights']"
dharamshala dalhousie honeymoon package,honeymoon_package,"delhi ,   dharamshala ,   khajjiar ,   dalhousie ,   chamba",5,medium trip,3,4,budget,budget hotel,14500.0,"['delhi', 'dharamshala', 'khajjiar', 'dalhousie', 'chamba']","['Dharamshala', 'Dalhousie', 'Honeymoon', 'Package']"
himachal amritsar 10 days package,holiday_package,"chandigarh ,   shimla ,   manali ,   dharamshala ,   dalhousie ,   amritsar",6,long trip,9,10,premium,4-star hotel,48000.0,"['chandigarh', 'shimla', 'manali', 'dharamshala', 'dalhousie', 'amritsar']","['Himachal', 'Amritsar', '10', 'Days', 'Package']"
best kullu manali tour package - trek to jogini falls,holiday_package,"manali ,  kullu",2,medium trip,4,5,standard,3-star hotel,15999.0,"['manali', 'kullu']","['Best', 'Kullu', 'Manali', 'Tour', 'Package', 'Trek', 'to', 'Jogini', 'Falls']"
"splendid himachal tour - manali, shimla, dalhousie & more",holiday_package,"shimla ,  manali ,  dalhousie ,  dharamsala ,  amritsar",5,long trip,8,9,standard,standard hotel,18500.0,"['shimla', 'manali', 'dalhousie', 'dharamsala', 'amritsar']","['Splendid', 'Himachal', 'Tour', 'Manali', 'Shimla', 'Dalhousie', 'More']"
manali tour package in december,holiday_package,"chandigarh ,   manali ,   shimla ,   kufri",4,medium trip,5,6,standard,3-star hotel,24500.0,"['chandigarh', 'manali', 'shimla', 'kufri']","['Manali', 'Tour', 'Package', 'in', 'December']"
honeymoon in paradise - shimla manali tour package,honeymoon_package,"manali ,   shimla",2,medium trip,5,6,budget,budget hotel,10500.0,"['manali', 'shimla']","['Honeymoon', 'in', 'Paradise', 'Shimla', 'Manali', 'Tour', 'Package']"
shimla manali 5 nights 6 days tour by cab,holiday_package,"delhi ,  shimla ,  manali",3,medium trip,5,6,budget,budget hotel,12999.0,"['delhi', 'shimla', 'manali']","['Shimla', 'Manali', '5', 'Nights', '6', 'Days', 'Tour', 'By', 'Cab']"
kullu manali volvo tour package for 3 nights,holiday_package,manali,1,medium trip,3,4,budget,budget hotel,6999.0,['manali'],"['Kullu', 'Manali', 'Volvo', 'Tour', 'Package', 'for', '3', 'Nights']"
kullu-manali wonderscape package,holiday_package,manali,1,medium trip,3,4,budget,budget hotel,11000.0,['manali'],"['KulluManali', 'Wonderscape', 'Package']"
"quintessential karnataka package: bangalore, mysore, coorg",holiday_package,"bangalore ,   mysore ,   coorg",3,medium trip,4,5,standard,3-star hotel,16649.0,"['bangalore', 'mysore', 'coorg']","['Quintessential', 'Karnataka', 'Package', 'Bangalore', 'Mysore', 'Coorg']"
"5 nights 6 days serene chikamagalur, coorg package",holiday_package,"bangalore ,   mysore ,   chikmagalur ,   coorg",4,medium trip,5,6,budget,budget hotel,13799.0,"['bangalore', 'mysore', 'chikmagalur', 'coorg']","['5', 'Nights', '6', 'Days', 'Serene', 'Chikamagalur', 'Coorg', 'Package']"
experience karnataka family package,family_package,"bangalore ,   mysore ,   chikmagalur ,   kudremukh ,   mangalore",5,long trip,8,9,premium,4-star hotel,35999.0,"['bangalore', 'mysore', 'chikmagalur', 'kudremukh', 'mangalore']","['Experience', 'Karnataka', 'Family', 'Package']"
"enchanting south honeymoon package: coorg, ooty, wayanad & more",honeymoon_package,"bangalore ,   mysore ,   coorg ,   wayanad ,   ooty",5,long trip,7,8,premium,4-star hotel,34000.0,"['bangalore', 'mysore', 'coorg', 'wayanad', 'ooty']","['Enchanting', 'South', 'Honeymoon', 'Package', 'Coorg', 'Ooty', 'Wayanad', 'More']"
divine karnataka pilgrimage package,spiritual packages,"bangalore ,   kukke subrahmanya ,   mangalore ,   udupi ,   gokarna ,   sirsi ,   kollur ,   horanadu",9,long trip,7,8,premium,4-star hotel,38750.0,"['bangalore', 'kukke', 'subrahmanya', 'mangalore', 'udupi', 'gokarna', 'sirsi', 'kollur', 'horanadu']","['Divine', 'Karnataka', 'Pilgrimage', 'Package']"
hills & beaches package: karnataka & goa,holiday_package,"bangalore ,   mysore ,   chikmagalur ,   hampi ,   goa",5,long trip,8,9,standard,standard hotel,22999.0,"['bangalore', 'mysore', 'chikmagalur', 'hampi', 'goa']","['Hills', 'Beaches', 'Package', 'Karnataka', 'Goa']"
bangalore  mysore ooty tour package,holiday_package,"bangalore ,   mysore ,   ooty",3,medium trip,4,5,budget,budget hotel,5000.0,"['bangalore', 'mysore', 'ooty']","['Bangalore', 'Mysore', 'Ooty', 'Tour', 'Package']"
nature escape to coorg & mysore from bangalore,nature_package,"bangalore ,   coorg ,   mysore",3,medium trip,4,5,budget,budget hotel,12200.0,"['bangalore', 'coorg', 'mysore']","['Nature', 'Escape', 'to', 'Coorg', 'Mysore', 'from', 'Bangalore']"
"vintage karnataka - bangalore, mysore, hampi and more",holiday_package,"bangalore  ,   mysore  ,   hampi  ,   belur  ,   halebid",5,long trip,7,8,budget,hostel room,9166.0,"['bangalore', 'mysore', 'hampi', 'belur', 'halebid']","['Vintage', 'Karnataka', 'Bangalore', 'Mysore', 'Hampi', 'and', 'More']"
simply bandipur,holiday_package,bandipur,1,short trip,2,3,budget,low-cost apartment,7168.0,['bandipur'],"['Simply', 'Bandipur']"
"pocket-friendly mysore, ooty, munnar and more",holiday_package,"mysore  ,   ooty  ,   munnar  ,   thekkady",4,long trip,7,8,budget,hostel room,9960.0,"['mysore', 'ooty', 'munnar', 'thekkady']","['PocketFriendly', 'Mysore', 'Ooty', 'Munnar', 'and', 'More']"
"misty mysore, coorg and ooty",holiday_package,"mysore  ,   coorg  ,   ooty",3,medium trip,6,7,luxury,high-end luxury resort,68050.0,"['mysore', 'coorg', 'ooty']","['Misty', 'Mysore', 'Coorg', 'and', 'Ooty']"
simply mysore,holiday_package,mysore,1,medium trip,3,4,budget,budget hotel,10605.0,['mysore'],"['Simply', 'Mysore']"
"delightful mysore, bandipur and ooty",holiday_package,"mysore  ,   bandipur  ,   ooty",3,medium trip,5,6,standard,3-star hotel,21476.0,"['mysore', 'bandipur', 'ooty']","['Delightful', 'Mysore', 'Bandipur', 'and', 'Ooty']"
simply hampi,holiday_package,hampi,1,medium trip,3,4,budget,budget hotel,9888.0,['hampi'],"['Simply', 'Hampi']"
"unconventional karnataka - mangalore, udupi, murudeshwar and more",holiday_package,"mangalore  ,   udupi  ,   murudeshwar  ,   gokarna",4,medium trip,5,6,budget,budget hotel,6560.0,"['mangalore', 'udupi', 'murudeshwar', 'gokarna']","['Unconventional', 'Karnataka', 'Mangalore', 'Udupi', 'Murudeshwar', 'and', 'More']"
"historical karnataka package - bangalore, mysore, hampi and more",cultural_package,"bangalore  ,   mysore  ,   hampi  ,   badami  ,   aihole",5,long trip,7,8,standard,standard hotel,22992.0,"['bangalore', 'mysore', 'hampi', 'badami', 'aihole']","['Historical', 'Karnataka', 'Package', 'Bangalore', 'Mysore', 'Hampi', 'and', 'More']"
quaint mysore with ranganthittu bird sanctuary,nature_package,mysore,1,medium trip,4,5,budget,budget hotel,14140.0,['mysore'],"['Quaint', 'Mysore', 'with', 'Ranganthittu', 'Bird', 'Sanctuary']"
"phenomenal karnataka tour: bangalore, mysore, chikmagalur and more",holiday_package,"bangalore  ,   mysore  ,   chikmagalur  ,   hampi",4,long trip,7,8,standard,standard hotel,24299.0,"['bangalore', 'mysore', 'chikmagalur', 'hampi']","['Phenomenal', 'Karnataka', 'Tour', 'Bangalore', 'Mysore', 'Chikmagalur', 'and', 'More']"
"wildlife karnataka package - mysore, ranganathittu, bandipur and more",nature_package,"bangalore - mysore  ,   ranganathittu  ,   nagarhole  ,   bandipur  ,   ooty",6,long trip,7,8,standard,standard hotel,23985.0,"['bangalore', 'mysore', 'ranganathittu', 'nagarhole', 'bandipur', 'ooty']","['Wildlife', 'Karnataka', 'Package', 'Mysore', 'Ranganathittu', 'Bandipur', 'and', 'More']"
"mesmerizing coorg, kabini and bangalore",holiday_package,"bangalore  ,   coorg   ,  kabini  ,   bangalore",4,medium trip,6,7,luxury,high-end luxury resort,84120.0,"['bangalore', 'coorg', 'kabini', 'bangalore']","['Mesmerizing', 'Coorg', 'Kabini', 'and', 'Bangalore']"
"budget friendly ooty, bangalore and mysore",budget_package,"bangalore  ,   mysore  ,   ooty  ,   bangalore",4,long trip,7,8,budget,hostel room,8470.0,"['bangalore', 'mysore', 'ooty', 'bangalore']","['Budget', 'Friendly', 'Ooty', 'Bangalore', 'and', 'Mysore']"
"thriving karnataka package - bangalore, mysore, nagarhole and more",holiday_package,"bangalore  ,   mysore  ,   nagarhole  ,   coonoor  ,   bangalore",5,medium trip,6,7,standard,3-star hotel,20670.0,"['bangalore', 'mysore', 'nagarhole', 'coonoor', 'bangalore']","['Thriving', 'Karnataka', 'Package', 'Bangalore', 'Mysore', 'Nagarhole', 'and', 'More']"
